beneficiary_id,first_name,last_name,gender,county,program,activity,sessions_attended,sessions_expected,participation_rate,completion_status,enrollment_date,reporting_period,status
BEN-001867,Anthony,Nduta,Male,Kiambu,Plus,Financial Literacy,6,9,66.7,In Progress,2026-07-22,Q3 2026,active
BEN-001869,Onyango,Bett,Male,Machakos,Plus,Financial Literacy,9,9,100.0,Completed,2025-05-07,Q2 2025,completed
BEN-001870,Naisula,Ngugi,Female,Meru,Plus,Life Skills,8,13,61.5,Dropped,2026-03-19,Q1 2026,dropped_out
BEN-001873,Samuel,Mutua,Male,Kakamega,Plus,Mentorship,15,19,78.9,In Progress,2026-04-11,Q2 2026,active
BEN-001875,Vincent,Mwangi,Male,bungoma,Plus,Community Service,5,7,71.4,In Progress,2026-04-24,Q2 2026,active
BEN-001876,Kevin,Cheruiyot,Male,Kakamega,Plus,Community Service,4,7,57.1,Dropped,2026-06-05,Q2 2026,dropped_out
BEN-001878,Amina,Achieng,Female,Mombasa,Plus,Entrepreneurship,9,14,64.3,In Progress,2026-08-11,Q3 2026,active
BEN-001880,Purity,Mbogo,Female,Kakamega,Plus,Financial Literacy,9,11,81.8,In Progress,2026-07-05,Q3 2026,active
BEN-001881,Mercy,Nyambane,Female,Kajiado,Plus,Financial Literacy,6,11,54.5,Completed,2025-04-21,Q2 2025,completed
BEN-001882,Chebet,Musyoka,Female,Machakos,Plus,Financial Literacy,8,12,66.7,Completed,2025-08-12,Q3 2025,completed
BEN-001883,Sharon,Mbogo,Female,Kilifi,Plus,Entrepreneurship,13,16,81.2,In Progress,2026-05-14,Q2 2026,active
BEN-001884,Kevin,Njenga,Male,Kilifi,Plus,Community Service,7,10,70.0,Completed,2025-07-20,Q3 2025,completed
BEN-001885,Amina,Mutiso,Female,Muranga,Plus,Life Skills,7,12,58.3,In Progress,2026-01-26,Q1 2026,active
BEN-001891,Naisula,Kimani,Female,Kisumu,Plus,Life Skills,8,10,80.0,In Progress,2026-08-18,Q3 2026,active
BEN-001895,Naisula,Njenga,Female,Kiambu,Plus,Life Skills,7,11,63.6,Dropped,2025-12-26,Q4 2025,dropped_out
BEN-001896,Sharon,Achieng,Female,Kakamega,Plus,Life Skills,11,12,91.7,Completed,2025-10-07,Q4 2025,completed
BEN-001899,Nyambura,Juma,Female,Kiambu,Plus,Health & Wellness,3,6,50.0,Completed,2025-02-10,Q1 2025,completed
BEN-001900,Mutua,Ngugi,Male,Machakos,Plus,Financial Literacy,9,11,81.8,Completed,2026-01-29,Q1 2026,completed
BEN-001904,Kilonzo,Achieng,Male,Kiambu,Plus,Community Service,7,8,87.5,Completed,2026-03-23,Q1 2026,completed
BEN-001906,Caroline,Mbogo,Female,Machakos,Plus,Health & Wellness,6,8,75.0,In Progress,2026-05-18,Q2 2026,active
BEN-001908,Emmanuel,Mutiso,Male,Kajiado,Plus,Financial Literacy,12,12,100.0,complete,2026-06-08,Q2 2026,completed
BEN-001910,Victor,Njenga,MALE,Kakamega,Plus,Life Skills,12,14,85.7,In Progress,2026-07-24,Q3 2026,active
BEN-001914,Patrick,Koech,MALE,Kajiado,Plus,Entrepreneurship,8,16,50.0,In Progress,2026-06-11,Q2 2026,active
BEN-001921,Kiptoo,Kimani,Male,Kisii,Plus,Leadership,7,9,77.8,In Progress,2026-04-30,Q2 2026,active
BEN-001924,Simon,Charo,Male,Nakuru,Plus,Life Skills,9,12,75.0,Completed,2025-10-12,Q4 2025,completed
BEN-001925,Daniel,Maina,Male,Nyeri,Plus,Leadership,3,8,37.5,Dropped,2026-03-18,Q1 2026,dropped_out
BEN-001926,Atieno,Mwangi,Female,Nyeri,Plus,Community Service,6,8,75.0,Completed,2025-12-04,Q4 2025,completed
BEN-001929,Musyoka,Kariuki,Male,Kakamega County,Plus,Mentorship,7,13,53.8,dropped out,2026-06-02,Q2 2026,dropped_out
BEN-001931,Achieng,Korir,Female,Mombasa,Plus,Mentorship,12,15,80.0,Completed,2025-12-31,Q4 2025,completed
BEN-001932,Anyango,Katana,Female,Nairobi,Plus,Community Service,6,9,66.7,Completed,2026-04-01,Q2 2026,completed
BEN-001935,Neema,Cheruiyot,Female,Kisii,Plus,Community Service,4,9,44.4,Dropped,2025-07-13,Q3 2025,dropped_out
BEN-001937,Mercy,Matano,Female,Meru,Plus,Entrepreneurship,11,12,91.7,Completed,2026-05-13,Q2 2026,completed
BEN-001939,Chepkoech,Mbogo,Female,Nairobi County,Plus,Health & Wellness,3,7,42.9,Completed,2026-01-31,Q1 2026,completed
BEN-001942,Wanjiku,Juma,Female,Nakuru,Plus,Community Service,5,7,71.4,Completed,2026-02-20,Q1 2026,completed
BEN-001943,Esther,Mwangi,Female,Uasin Gishu,Plus,Mentorship,8,18,44.4,Dropped,2026-01-22,Q1 2026,dropped_out
BEN-001945,Korir,Ochieng,Male,Kiambu,Plus,Community Service,7,10,70.0,In Progress,2026-06-29,Q2 2026,active
BEN-001948,Mutua,Mwakio,Male,Kiambu,Plus,Entrepreneurship,11,15,73.3,Completed,2026-06-01,Q2 2026,completed
BEN-001949,John,Wanjiku,Male,Kilifi,Plus,Leadership,7,8,87.5,In Progress,2026-07-31,Q3 2026,active
BEN-001950,Cheruiyot,Ochieng,male,Nairobi,Plus,Health & Wellness,4,10,40.0,Dropped,2025-06-22,Q2 2025,dropped_out
BEN-001952,Mumbi,Gitau,Female,Muranga,Plus,Mentorship,16,16,100.0,Completed,2026-03-07,Q1 2026,completed
BEN-001953,Cynthia,Gitau,Female,Nairobi,Plus,Mentorship,11,14,78.6,In Progress,2026-06-25,Q2 2026,active
BEN-001954,Cheruiyot,Kiptoo,Male,Kakamega,Plus,Life Skills,10,13,76.9,Completed,2025-12-22,Q4 2025,completed
BEN-001958,Kipchoge,Otieno,Male,Nairobi,Plus,Community Service,4,7,57.1,Dropped,2025-10-24,Q4 2025,dropped_out
BEN-001959,Brenda,Wafula,Female,Kajiado,Plus,Life Skills,8,11,72.7,In Progress,2026-07-03,Q3 2026,active
BEN-001960,Neema,Mwangi,FEMALE,Kiambu,Plus,Life Skills,6,14,42.9,Dropped,2025-10-23,Q4 2025,dropped_out
BEN-001961,Cynthia,Odhiambo,Female,Kiambu,Plus,Life Skills,6,12,50.0,complete,2025-09-22,Q3 2025,completed
BEN-001962,Wangari,Otieno,Female,MOMBASA,Plus,Community Service,8,9,88.9,Completed,2025-06-19,Q2 2025,completed
BEN-001963,Grace,Kilonzo,Female,Kakamega,Plus,Mentorship,5,12,41.7,Dropped,2025-11-22,Q4 2025,dropped_out
BEN-001964,Nasieku,Musyoka,Female,Machakos,Plus,Life Skills,6,10,60.0,In Progress,2026-07-13,Q3 2026,active
BEN-001965,Simon,Owino,Male,Kisumu,Plus,Financial Literacy,12,12,100.0,Completed,2026-02-09,Q1 2026,completed
BEN-001966,Naisula,Nduta,Female,kajiado,Plus,Health & Wellness,4,6,66.7,Completed,2025-01-30,Q1 2025,completed
BEN-001970,Baraka,Kamau,Male,Kakamega,Plus,Leadership,6,8,75.0,In Progress,2026-08-19,Q3 2026,active
BEN-001972,Nasieku,Hassan,Female,Nairobi,Plus,Financial Literacy,9,9,100.0,Completed,2025-11-03,Q4 2025,completed
BEN-001973,Anthony,Mutiso,Male,BUNGOMA,Plus,Community Service,9,10,90.0,In Progress,2026-06-30,Q2 2026,active
BEN-001974,Daniel,Njoroge,Male,Kiambu,Plus,Mentorship,19,19,100.0,Completed,2025-06-19,Q2 2025,completed
BEN-001978,Akinyi,Otieno,Female,Nairobi,Plus,Community Service,5,6,83.3,Completed,2025-11-03,Q4 2025,completed
BEN-001979,Jerop,Wanjiku,Female,Kisii,Plus,Health & Wellness,3,10,30.0,Dropped,2025-11-14,Q4 2025,dropped_out
BEN-001980,Vincent,Wekesa,Male,Muranga,Plus,Financial Literacy,5,8,62.5,Completed,2026-04-08,Q2 2026,completed
BEN-001982,Wanjiru,Nduta,Female,Kisumu,Plus,Health & Wellness,6,10,60.0,Dropped,2025-05-03,Q2 2025,dropped_out
BEN-001983,Joy,Gitau,FEMALE,Kajiado,Plus,Community Service,7,8,87.5,Completed,2025-06-03,Q2 2025,completed
BEN-001985,Omondi,Muthoni,Male,Kisumu,Plus,Financial Literacy,4,11,36.4,In Progress,2026-09-11,Q3 2026,active
BEN-001987,Nyambura,Mwakio,Female,Nairobi,Plus,Leadership,7,10,70.0,In Progress,2026-08-30,Q3 2026,active
BEN-001989,Cheruiyot,Mbogo,Male,Nairobi,Plus,Entrepreneurship,14,16,87.5,Completed,2026-06-22,Q2 2026,completed
BEN-001990,Awuor,Korir,Female,Bungoma,Plus,Life Skills,8,13,61.5,In Progress,2026-04-24,Q2 2026,active
BEN-001994,Faith,Katana,Female,Uasin Gishu,Plus,Entrepreneurship,10,16,62.5,In Progress,2026-04-20,Q2 2026,active
BEN-002002,Kevin,Hassan,Male,MERU,Plus,Community Service,6,9,66.7,Completed,2025-06-12,Q2 2025,completed
BEN-002003,Victor,Koech,Male,Nairobi,Plus,Mentorship,17,18,94.4,COMPLETED,2025-12-20,Q4 2025,completed
BEN-002005,Korir,Baya,Male,muranga,Plus,Leadership,8,9,88.9,Completed,2025-10-15,Q4 2025,completed
BEN-002007,Anthony,Rotich,M,Kisumu,Plus,Mentorship,12,15,80.0,In Progress,2026-09-22,Q3 2026,active
BEN-002008,Barasa,Rotich,Male,Kajiado,Plus,Health & Wellness,7,7,100.0,Completed,2025-10-04,Q4 2025,completed
BEN-002009,Nkatha,Mwakio,Female,Kiambu,Plus,Health & Wellness,7,7,100.0,Completed,2025-12-25,Q4 2025,completed
BEN-002016,Anyango,Nyambane,Female,Muranga,Plus,Community Service,5,6,83.3,Completed,2025-07-05,Q3 2025,completed
BEN-002020,Gathoni,Odhiambo,Female,Nyeri,Plus,Health & Wellness,4,7,57.1,In Progress,2026-09-24,Q3 2026,active
BEN-002022,Ali,Kilonzo,Male,Kakamega,Plus,Entrepreneurship,9,14,64.3,Completed,2025-05-16,Q2 2025,completed
BEN-002025,Collins,Abdi,Male,Bungoma,Plus,Mentorship,8,14,57.1,Dropped,2025-08-31,Q3 2025,dropped_out
BEN-002026,John,Kuria,Male,Kiambu,Plus,Health & Wellness,6,8,75.0,In Progress,2026-02-03,Q1 2026,active
BEN-002027,Nyambura,Ngugi,Female,Mombasa,Plus,Life Skills,10,11,90.9,Completed,2026-02-09,Q1 2026,completed
BEN-002028,Halima,Chebet,Female,Mombasa,Plus,Entrepreneurship,8,11,72.7,In Progress,2026-09-29,Q3 2026,active
BEN-002032,Mumbi,Barasa,Female,Kilifi,Plus,Leadership,7,9,77.8,Completed,2026-04-17,Q2 2026,completed
BEN-002034,Halima,Kiptoo,Female,BUNGOMA,Plus,Community Service,5,6,83.3,In Progress,2026-09-19,Q3 2026,active
BEN-002039,Rotich,Abdi,Male,Kajiado,Plus,Entrepreneurship,15,15,100.0,In Progress,2026-07-27,Q3 2026,active
BEN-002042,Onyango,Korir,Male,Muranga,Plus,Entrepreneurship,12,12,100.0,In Progress,2026-08-26,Q3 2026,active
BEN-002046,Naisula,Charo,Female,Kilifi,Plus,Health & Wellness,4,8,50.0,In Progress,2026-04-04,Q2 2026,active
BEN-002047,Nyambura,Kilonzo,Female,Meru,Plus,Health & Wellness,5,9,55.6,Dropped,2025-06-29,Q2 2025,dropped_out
BEN-002048,Sharon,Baya,Female,Kisumu,Plus,Mentorship,10,17,58.8,Completed,2025-06-27,Q2 2025,completed
BEN-002050,Baraka,Omondi,Male,Kisii,Plus,Life Skills,8,10,80.0,Completed,2025-07-14,Q3 2025,completed
BEN-002053,Wanjiku,Kilonzo,Female,Meru,Plus,Health & Wellness,7,10,70.0,In Progress,2026-06-05,Q2 2026,active
BEN-002055,Awuor,Mbogo,Female,Meru,Plus,Entrepreneurship,9,13,69.2,Completed,2025-05-01,Q2 2025,completed
BEN-002056,Wanjiku,Bett,Female,Kilifi,Plus,Health & Wellness,9,9,100.0,Completed,2025-04-09,Q2 2025,completed
BEN-002057,Naisula,Achieng,f,Nairobi,Plus,Health & Wellness,10,10,100.0,Completed,2026-01-25,Q1 2026,completed
BEN-002059,Jerop,Mwangi,Female,Nairobi,Plus,Mentorship,18,19,94.7,Completed,2025-07-03,Q3 2025,completed
BEN-002066,Mercy,Mutua,Female,Mombasa,Plus,Life Skills,9,11,81.8,In Progress,2026-09-13,Q3 2026,active
BEN-002067,Kipchoge,Juma,Male,Kisumu,Plus,Financial Literacy,8,12,66.7,In Progress,2026-05-20,Q2 2026,active
BEN-002070,Musyoka,Mwangi,Male,Muranga,Plus,Mentorship,10,13,76.9,Completed,2025-10-01,Q4 2025,completed
BEN-002074,Francis,Kimani,M,Kisii,Plus,Leadership,9,12,75.0,In Progress,2026-09-26,Q3 2026,active
BEN-002075,Kendi,Kamau,Female,Nakuru,Plus,Life Skills,10,11,90.9,Completed,2025-12-24,Q4 2025,completed
BEN-002076,John,Wafula,Male,Nairobi,Plus,Mentorship,14,14,100.0,Completed,2025-09-20,Q3 2025,completed
BEN-002077,Halima,Kilonzo,Female,Bungoma,Plus,Health & Wellness,5,7,71.4,In Progress,2026-07-23,Q3 2026,active
BEN-002082,Anyango,Kimani,Female,Kisii,Plus,Life Skills,6,10,60.0,Completed,2025-05-26,Q2 2025,completed
BEN-002083,Wanjiru,Kuria,Female,Mombasa,Plus,Entrepreneurship,9,14,64.3,Completed,2026-05-28,Q2 2026,completed
BEN-002085,Kelvin,Wekesa,Male,Nairobi,Plus,Life Skills,7,10,70.0,In Progress,2026-03-09,Q1 2026,active
BEN-002089,Anyango,Barasa,Female,Nyeri,Plus,Entrepreneurship,9,11,81.8,Completed,2025-02-01,Q1 2025,completed
BEN-002096,Kagure,Ochieng,Female,Meru,Plus,Life Skills,13,13,100.0,In Progress,2026-02-17,Q1 2026,active
BEN-002099,James,Matano,Male,Nakuru,Plus,Leadership,9,9,100.0,In Progress,2026-07-06,Q3 2026,active
BEN-002100,Nasieku,Nduta,Female,Muranga,Plus,Mentorship,15,19,78.9,Completed,2026-03-08,Q1 2026,completed
BEN-002103,Brian,Matano,Male,Meru,Plus,Life Skills,9,13,69.2,In Progress,2026-08-13,Q3 2026,active
BEN-002104,Joseph,Odhiambo,Male,Nairobi,Plus,Mentorship,9,15,60.0,In Progress,2026-08-15,Q3 2026,active
BEN-002105,Jerop,Matano,Female,Nairobi,Plus,Health & Wellness,7,9,77.8,Completed,2025-01-01,Q1 2025,completed
BEN-002113,Nyambura,Juma,Female,Kisumu,Plus,Life Skills,7,10,70.0,Completed,2025-11-12,Q4 2025,completed
BEN-002114,Jerop,Gitau,Female,Nairobi,Plus,Health & Wellness,5,7,71.4,In Progress,2026-07-14,Q3 2026,active
BEN-002115,Brenda,Charo,Female,Machakos,Plus,Community Service,8,10,80.0,Completed,2025-01-27,Q1 2025,completed
BEN-002116,Vincent,Nduta,Male,Nairobi,Plus,Community Service,10,10,100.0,Completed,2025-06-28,Q2 2025,completed
BEN-002118,Odhiambo,Rotich,Male,Kakamega,Plus,Leadership,6,8,75.0,Completed,2025-10-02,Q4 2025,completed
BEN-002123,Kagure,Wafula,Female,Nakuru,Plus,Financial Literacy,6,10,60.0,Dropped,2025-10-06,Q4 2025,dropped_out
BEN-002126,Wanjiku,Nduta,Female,Mombasa,Plus,Mentorship,17,19,89.5,Completed,2026-02-06,Q1 2026,completed
BEN-002127,Diana,Mwangi,Female,Nairobi,Plus,Financial Literacy,8,9,88.9,Completed,2025-05-20,Q2 2025,completed
BEN-002128,Korir,Baya,Male,Kisumu,Plus,Financial Literacy,4,12,33.3,In Progress,2026-05-16,Q2 2026,active
BEN-002134,John,Kuria,Male,Mombasa,Plus,Mentorship,14,20,70.0,Completed,2026-02-12,Q1 2026,completed
BEN-002136,Otieno,Juma,Male,Bungoma,Plus,Entrepreneurship,9,12,75.0,Completed,2026-05-07,Q2 2026,completed
BEN-002137,Diana,Mwangi,Female,Bungoma County,Plus,Community Service,5,7,71.4,In Progress,2026-06-15,Q2 2026,active
BEN-002138,Cynthia,Chebet,Female,Meru,Plus,Financial Literacy,8,9,88.9,In Progress,2026-08-01,Q3 2026,active
BEN-002139,Mumbi,Ochieng,Female,Bungoma,Plus,Entrepreneurship,9,14,64.3,Completed,2025-10-27,Q4 2025,completed
BEN-002140,Nkatha,Achieng,Female,Mombasa,Plus,Financial Literacy,11,12,91.7,In Progress,2026-05-21,Q2 2026,active
BEN-002142,Kipchoge,Baya,Male,mombasa,Plus,Health & Wellness,5,7,71.4,In Progress,2026-09-16,Q3 2026,active
BEN-002144,Mercy,Nduta,Female,Nairobi,Plus,Financial Literacy,8,11,72.7,In Progress,2026-08-07,Q3 2026,active
BEN-002148,Zawadi,Wafula,Female,Kiambu,Plus,Community Service,8,9,88.9,Completed,2025-04-23,Q2 2025,completed
BEN-002152,Caroline,Musyoka,Female,Nairobi,Plus,Leadership,9,11,81.8,In Progress,2026-09-30,Q3 2026,active
BEN-002154,Musyoka,Mwakio,Male,Kisii,Plus,Entrepreneurship,8,11,72.7,Completed,2025-11-22,Q4 2025,completed
BEN-002155,Amina,Charo,F,Nairobi County,Plus,Mentorship,9,17,52.9,Dropped,2025-08-14,Q3 2025,dropped_out
BEN-002156,Awuor,Korir,Female,Kiambu,Plus,Financial Literacy,7,9,77.8,In Progress,2026-06-13,Q2 2026,active
BEN-002158,Ali,Wafula,male,Kiambu,Plus,Financial Literacy,7,9,77.8,Completed,2025-10-14,Q4 2025,completed
BEN-002161,Nyambura,Kilonzo,Female,Kakamega,Plus,Financial Literacy,6,9,66.7,Completed,2025-09-21,Q3 2025,completed
BEN-002162,Zawadi,Muthoni,Female,Nyeri,Plus,Mentorship,11,17,64.7,Completed,2025-08-20,Q3 2025,completed
BEN-002165,Nkatha,Maina,Female,Uasin Gishu,Plus,Financial Literacy,7,8,87.5,In Progress,2026-09-03,Q3 2026,active
BEN-002166,Atieno,Mutua,Female,Nairobi,Plus,Financial Literacy,9,10,90.0,In Progress,2026-09-27,Q3 2026,active
BEN-002171,Wanjiru,Hassan,Female,Machakos,Plus,Community Service,7,10,70.0,Completed,2026-06-12,Q2 2026,completed
BEN-002174,Barasa,Matano,Male,Kakamega,Plus,Financial Literacy,7,10,70.0,Completed,2026-03-25,Q1 2026,completed
BEN-002183,Omondi,Kimani,Male,Nairobi,Plus,Community Service,8,10,80.0,Completed,2026-05-27,Q2 2026,completed
BEN-002185,Beatrice,Maina,Female,Kiambu,Plus,Financial Literacy,6,8,75.0,Completed,2025-12-28,Q4 2025,completed
BEN-002186,Halima,Kamau,Female,Muranga,Plus,Life Skills,8,11,72.7,Completed,2025-12-09,Q4 2025,completed
BEN-002188,Abdi,Matano,Male,Nakuru,Plus,Life Skills,14,14,100.0,In Progress,2026-07-17,Q3 2026,active
BEN-002192,Vincent,Kiptoo,Male,Machakos,Plus,Community Service,7,9,77.8,Completed,2026-02-05,Q1 2026,completed
BEN-002194,Cynthia,Mutua,Female,Nairobi,Plus,Financial Literacy,8,10,80.0,Completed,2025-08-03,Q3 2025,completed
BEN-002196,Wangari,Njenga,Female,Nyeri,Plus,Mentorship,10,14,71.4,In Progress,2026-06-24,Q2 2026,active
BEN-002198,Neema,Katana,Female,Muranga,Plus,Community Service,6,9,66.7,In Progress,2026-04-12,Q2 2026,active
BEN-002205,Halima,Matano,Female,Nairobi,Plus,Community Service,9,9,100.0,In Progress,2026-06-23,Q2 2026,active
BEN-002209,Akinyi,Wekesa,Female,Nairobi,Plus,Leadership,7,9,77.8,Completed,2025-05-18,Q2 2025,completed
BEN-002214,Gathoni,Mwakio,Female,Kakamega,Plus,Financial Literacy,9,9,100.0,In Progress,2026-08-21,Q3 2026,active
BEN-002221,Nasieku,Baya,Female,Kakamega,Plus,Health & Wellness,5,9,55.6,In Progress,2026-07-19,Q3 2026,active
BEN-002223,Kamau,Baya,MALE,Kilifi,Plus,Health & Wellness,9,9,100.0,Completed,2026-01-04,Q1 2026,completed
BEN-002224,Sharon,Juma,Female,Kajiado,Plus,Community Service,9,10,90.0,Completed,2025-03-13,Q1 2025,completed
BEN-002229,Korir,Mbogo,Male,Machakos,Plus,Entrepreneurship,10,15,66.7,In Progress,2026-02-12,Q1 2026,active
BEN-002232,Jerop,Ochieng,Female,Nakuru,Plus,Mentorship,13,14,92.9,Completed,2025-05-31,Q2 2025,completed
BEN-002239,Kendi,Barasa,Female,Uasin Gishu,Plus,Financial Literacy,7,10,70.0,In Progress,2026-06-08,Q2 2026,active
BEN-002243,Neema,Bett,Female,Muranga,Plus,Financial Literacy,9,9,100.0,Completed,2026-02-01,Q1 2026,completed
BEN-002244,Kevin,Mbogo,Male,Kisii,Plus,Community Service,4,8,50.0,DROPPED,2026-01-16,Q1 2026,dropped_out
BEN-002246,Neema,Cheruiyot,f,Nyeri,Plus,Financial Literacy,11,12,91.7,Completed,2025-07-04,Q3 2025,completed
BEN-002247,Cherono,Omondi,Female,Nyeri,Plus,Health & Wellness,4,6,66.7,Completed,2025-06-04,Q2 2025,completed
BEN-002248,Odhiambo,Njoroge,Male,Muranga,Plus,Entrepreneurship,12,12,100.0,In Progress,2026-04-18,Q2 2026,active
BEN-002251,Francis,Mbogo,Male,Mombasa,Plus,Mentorship,14,19,73.7,Completed,2026-02-14,Q1 2026,completed
BEN-002254,Brenda,Otieno,Female,Kiambu,Plus,Entrepreneurship,11,11,100.0,In Progress,2026-08-05,Q3 2026,active
BEN-002255,Purity,Owino,Female,Uasin Gishu,Plus,Mentorship,11,12,91.7,In Progress,2026-09-14,Q3 2026,active
BEN-002266,Nkatha,Onyango,Female,Kakamega,Plus,Entrepreneurship,11,15,73.3,In Progress,2026-03-09,Q1 2026,active
BEN-002272,Samuel,Otieno,Male,Kajiado,Plus,Community Service,7,8,87.5,Completed,2025-09-16,Q3 2025,completed
BEN-002273,Akinyi,Korir,F,Kakamega County,Plus,Community Service,8,10,80.0,Completed,2025-04-27,Q2 2025,completed
BEN-002274,David,Charo,Male,Mombasa,Plus,Health & Wellness,3,6,50.0,In Progress,2026-01-02,Q1 2026,active
BEN-002279,Wanjiku,Wekesa,Female,Nyeri,Plus,Life Skills,13,13,100.0,Completed,2026-06-19,Q2 2026,completed
BEN-002280,Dennis,Mwangi,Male,Uasin Gishu,Plus,Entrepreneurship,8,10,80.0,Completed,2025-12-26,Q4 2025,completed
BEN-002283,Juma,Rotich,Male,Kilifi,Plus,Entrepreneurship,7,16,43.8,Dropped,2025-12-28,Q4 2025,dropped_out
BEN-002286,Brian,Kimani,Male,Machakos,Plus,Leadership,8,9,88.9,Completed,2025-10-24,Q4 2025,completed
BEN-002287,Mercy,Njoroge,Female,MACHAKOS,Plus,Health & Wellness,8,10,80.0,Completed,2025-09-08,Q3 2025,completed
BEN-002290,Mutua,Njoroge,Male,Nairobi,Plus,Financial Literacy,6,12,50.0,Completed,2025-05-01,Q2 2025,completed
BEN-002294,Musyoka,Mutiso,Male,Kisumu,Plus,Life Skills,8,12,66.7,Completed,2025-11-04,Q4 2025,completed
BEN-002295,Wanjiku,Otieno,Female,Meru County,Plus,Health & Wellness,5,9,55.6,In Progress,2026-09-17,Q3 2026,active
BEN-002297,Anthony,Korir,Male,Mombasa,Plus,Health & Wellness,8,8,100.0,In Progress,2026-09-12,Q3 2026,active
BEN-002301,Anyango,Matano,Female,Kajiado,Plus,Financial Literacy,6,9,66.7,Completed,2025-11-21,Q4 2025,completed
BEN-002305,Kilonzo,Achieng,Male,Nairobi,Plus,Community Service,7,8,87.5,Completed,2025-11-08,Q4 2025,completed
BEN-002306,Wanjiru,Barasa,Female,Mombasa County,Plus,Community Service,5,7,71.4,In Progress,2026-08-19,Q3 2026,active
BEN-002307,Purity,Mohamed,Female,Nairobi,Plus,Community Service,5,6,83.3,In Progress,2026-07-14,Q3 2026,active
BEN-002309,Omondi,Kimani,Male,Nairobi,Plus,Community Service,7,8,87.5,Completed,2026-03-25,Q1 2026,completed
BEN-002311,Naisula,Kariuki,Female,Kisumu,Plus,Life Skills,10,14,71.4,Completed,2025-09-12,Q3 2025,completed
BEN-002312,Nicholas,Katana,Male,Nairobi,Plus,Financial Literacy,7,10,70.0,In Progress,2026-09-09,Q3 2026,active
BEN-002313,Awuor,Kamau,Female,Nakuru,Plus,Financial Literacy,8,11,72.7,Completed,2026-05-31,Q2 2026,completed
BEN-002314,Cynthia,Rotich,Female,BUNGOMA,Plus,Community Service,3,7,42.9,In Progress,2026-07-23,Q3 2026,active
BEN-002315,Neema,Korir,Female,Nairobi,Plus,Mentorship,16,16,100.0,In Progress,2026-07-07,Q3 2026,active
BEN-002318,Emily,Baya,f,Nairobi,Plus,Life Skills,8,10,80.0,In Progress,2026-05-26,Q2 2026,active
BEN-002327,Jerop,Charo,Female,UASIN_GISHU,Plus,Mentorship,12,14,85.7,Completed,2025-07-09,Q3 2025,completed
BEN-002329,Faith,Korir,Female,Nairobi,Plus,Mentorship,10,14,71.4,Completed,2026-02-15,Q1 2026,completed
BEN-002330,Jerop,Maina,Female,Nairobi,Plus,Mentorship,17,18,94.4,In Progress,2026-09-19,Q3 2026,active
BEN-002332,Amina,Musyoka,Female,Meru,Plus,Entrepreneurship,9,10,90.0,Completed,2025-04-12,Q2 2025,completed
BEN-002333,Boniface,Wanjiku,Male,Kiambu,Plus,Health & Wellness,6,9,66.7,Completed,2025-07-28,Q3 2025,completed
BEN-002338,Chepkoech,Onyango,Female,Nakuru,Plus,Mentorship,11,14,78.6,Completed,2026-02-10,Q1 2026,completed
BEN-002339,Achieng,Barasa,Female,Uasin Gishu,Plus,Life Skills,10,11,90.9,Completed,2025-07-20,Q3 2025,completed
BEN-002340,Jerop,Wafula,Female,NYERI,Plus,Leadership,10,12,83.3,Completed,2025-02-19,Q1 2025,completed
BEN-002341,Onyango,Wekesa,Male,Nairobi,Plus,Leadership,8,8,100.0,In Progress,2026-07-17,Q3 2026,active
BEN-002342,Omondi,Nyambane,Male,Kiambu,Plus,Community Service,7,7,100.0,Completed,2026-06-17,Q2 2026,completed
BEN-002345,Kipchoge,Mbogo,Male,Bungoma,Plus,Life Skills,9,13,69.2,In Progress,2026-05-28,Q2 2026,active
BEN-002346,Ali,Koech,Male,Kisii,Plus,Leadership,6,11,54.5,Dropped,2026-02-24,Q1 2026,dropped_out
BEN-002347,Akinyi,Njenga,Female,Kiambu,Plus,Financial Literacy,10,10,100.0,Completed,2025-07-26,Q3 2025,completed
BEN-002348,Joseph,Kuria,Male,Kisumu,Plus,Mentorship,10,14,71.4,In Progress,2026-06-20,Q2 2026,active
BEN-002351,Peter,Charo,Male,Nairobi,Plus,Mentorship,9,15,60.0,Dropped,2025-03-03,Q1 2025,dropped_out
BEN-002354,Mumbi,Matano,Female,Nakuru,Plus,Entrepreneurship,6,12,50.0,In Progress,2026-07-01,Q3 2026,active
BEN-002356,Wanjiru,Maina,Female,nairobi,Plus,Health & Wellness,4,7,57.1,In Progress,2026-07-07,Q3 2026,active
BEN-002358,Emily,Ngugi,Female,Nairobi,Plus,Financial Literacy,6,11,54.5,In Progress,2026-04-18,Q2 2026,active
BEN-002360,Musyoka,Kariuki,Male,Kiambu,Plus,Health & Wellness,5,7,71.4,Completed,2026-04-13,Q2 2026,completed
BEN-002361,Mumbi,Owino,Female,Nairobi,Plus,Health & Wellness,8,8,100.0,Completed,2025-05-21,Q2 2025,completed
BEN-002363,Sharon,Achieng,Female,Uasin Gishu,Plus,Mentorship,18,19,94.7,COMPLETED,2026-03-08,Q1 2026,completed
BEN-002366,Korir,Kuria,Male,Kiambu,Plus,Mentorship,10,19,52.6,Dropped,2025-09-25,Q3 2025,dropped_out
BEN-002368,Anthony,Mwakio,Male,Kisii,Plus,Community Service,8,10,80.0,In Progress,2026-02-19,Q1 2026,active
