beneficiary_id,first_name,last_name,gender,county,program,course,training_center,attendance_rate,completion_status,certification_status,employment_status,enrollment_date,reporting_period,status
BEN-003008,Grace,Charo,Female,Nairobi,Vocational,Hairdressing,Nairobi TVET,85.6,In Progress,Pending,Self-Employed,2025-11-25,Q4 2025,active
BEN-003009,Joy,Mutua,Female,Kajiado,Vocational,Welding,Machakos Institute of Technology,87.0,Dropped,Not Certified,Unemployed,2025-06-16,Q2 2025,dropped_out
BEN-003012,Chebet,Njenga,female,Kisii,Vocational,Tailoring,Kisii National Polytechnic,62.6,Completed,Certified,Employed,2025-11-06,Q4 2025,completed
BEN-003017,Boniface,Mutiso,Male,Kiambu County,Vocational,Welding,Thika Technical Training Institute,93.7,In Progress,Pending,Unemployed,2026-06-17,Q2 2026,active
BEN-003019,Nicholas,Kimani,Male,Kiambu County,Vocational,Carpentry,Thika Technical Training Institute,92.0,In Progress,Pending,Unemployed,2026-09-20,Q3 2026,active
BEN-003024,Njeri,Barasa,Female,NAIROBI,Vocational,Tailoring,Nairobi TVET,67.9,Dropped,Not Certified,Unemployed,2025-01-12,Q1 2025,dropped_out
BEN-003037,Patrick,Rotich,Male,Nairobi,Vocational,Carpentry,Nairobi TVET,78.1,COMPLETED,Certified,Unemployed,2025-10-23,Q4 2025,completed
BEN-003038,Samuel,Ngugi,Male,Kilifi,Vocational,Tailoring,Kilifi Vocational Training Centre,80.1,In Progress,Pending,Unemployed,2026-07-22,Q3 2026,active
BEN-003047,Emily,Charo,Female,Mombasa,Vocational,Carpentry,Mombasa Technical Training Institute,87.6,In Progress,Pending,Unemployed,2026-01-26,Q1 2026,active
BEN-003052,Mutua,Mwakio,Male,Nakuru,Vocational,Carpentry,Nakuru Vocational Training Centre,94.2,Completed,Pending,Employed,2025-10-28,Q4 2025,completed
BEN-003057,Akinyi,Kiptoo,Female,Kiambu,Vocational,Beauty Therapy,Thika Technical Training Institute,85.3,Completed,Certified,Unemployed,2025-04-23,Q2 2025,completed
BEN-003059,Njeri,Omondi,Female,machakos,Vocational,Plumbing,Machakos Institute of Technology,77.5,In Progress,Pending,Unemployed,2026-01-17,Q1 2026,active
BEN-003072,Omondi,Gitau,Male,Mombasa,Vocational,Welding,Mombasa Technical Training Institute,89.7,COMPLETED,Certified,Employed,2026-01-13,Q1 2026,completed
BEN-003075,Wangari,Kamau,Female,Kajiado,Vocational,Hairdressing,Eldoret Polytechnic,74.7,Completed,Pending,Internship,2025-05-29,Q2 2025,completed
BEN-003076,Caroline,Matano,Female,Mombasa,Vocational,Agriculture,Mombasa Technical Training Institute,70.5,Completed,Certified,Employed,2026-03-12,Q1 2026,completed
BEN-003077,Kelvin,Kiptoo,Male,Machakos,Vocational,Motor Vehicle Mechanics,Machakos Institute of Technology,81.3,In Progress,Pending,Unemployed,2026-06-30,Q2 2026,active
BEN-003083,Grace,Odhiambo,Female,Nairobi,Vocational,Plumbing,Nairobi TVET,88.9,Dropped,Not Certified,Unemployed,2025-01-30,Q1 2025,dropped_out
BEN-003084,Victor,Hassan,Male,Meru,Vocational,Plumbing,Meru Technical Training Institute,67.4,In Progress,Pending,Unemployed,2026-02-13,Q1 2026,active
BEN-003086,Onyango,Abdi,Male,Uasin Gishu,Vocational,Carpentry,Eldoret Polytechnic,80.8,Dropped,Not Certified,Self-Employed,2025-03-14,Q1 2025,dropped_out
BEN-003095,Kilonzo,Ochieng,Male,Kisumu,Vocational,Hairdressing,Kisumu Technical Training Institute,72.2,Completed,Certified,Unemployed,2025-03-13,Q1 2025,completed
BEN-003100,James,Barasa,Male,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,83.9,Completed,Certified,Employed,2025-05-30,Q2 2025,completed
BEN-003103,Anyango,Maina,Female,Kajiado,Vocational,Tailoring,Kisii National Polytechnic,100.0,Completed,Pending,Unemployed,2025-07-10,Q3 2025,completed
BEN-003112,Mumbi,Mbogo,Female,Uasin Gishu,Vocational,Welding,Eldoret Polytechnic,99.2,Completed,Certified,Unemployed,2025-06-09,Q2 2025,completed
BEN-003121,Anthony,Njoroge,Male,kisumu,Vocational,Hairdressing,Kisumu Technical Training Institute,78.1,In Progress,Pending,Employed,2026-05-24,Q2 2026,active
BEN-003123,Halima,Maina,Female,Kajiado,Vocational,Cooking & Catering,Kilifi Vocational Training Centre,80.6,Dropped,Not Certified,Self-Employed,2025-12-08,Q4 2025,dropped_out
BEN-003128,Grace,Chebet,Female,Kakamega,Vocational,Cooking & Catering,Kakamega Technical Training Institute,62.9,In Progress,Pending,Unemployed,2025-11-17,Q4 2025,active
BEN-003129,Atieno,Mutiso,Female,Machakos,Vocational,Cooking & Catering,Machakos Institute of Technology,73.1,In Progress,Pending,Unemployed,2026-04-27,Q2 2026,active
BEN-003144,Isaac,Njoroge,Male,Machakos,Vocational Program,Motor Vehicle Mechanics,Machakos Institute of Technology,91.1,COMPLETED,Certified,Unemployed,2025-09-18,Q3 2025,completed
BEN-003161,Cheruiyot,Wanjiku,Male,Bungoma,Vocational,Electrical Installation,Bungoma Technical Training Institute,82.2,In Progress,Pending,Unemployed,2025-11-22,Q4 2025,active
BEN-003167,Boniface,Juma,Male,Nyeri,Vocational,Electrical Installation,Nyeri Technical Training Institute,94.9,In Progress,Pending,Unemployed,2026-08-06,Q3 2026,active
BEN-003181,Mumbi,Odhiambo,Female,Kajiado,Vocational,Beauty Therapy,Kisii National Polytechnic,78.7,In Progress,Pending,Unemployed,2026-03-25,Q1 2026,active
BEN-003186,Chepkoech,Njoroge,Female,NAKURU,Vocational,Welding,Nakuru Vocational Training Centre,79.1,In Progress,Pending,Unemployed,2026-07-03,Q3 2026,active
BEN-003211,Esther,Abdi,Female,Meru,Vocational,Beauty Therapy,Meru Technical Training Institute,84.9,In Progress,Pending,Unemployed,2026-09-15,Q3 2026,active
BEN-003212,Wangari,Omondi,Female,Mombasa,Vocational,Plumbing,Mombasa Technical Training Institute,74.0,In Progress,Pending,Employed,2026-09-07,Q3 2026,active
BEN-003219,Onyango,Kimani,male,Meru,Vocational,Motor Vehicle Mechanics,Meru Technical Training Institute,77.9,Completed,Certified,Employed,2025-10-23,Q4 2025,completed
BEN-003221,Juma,Kimani,Male,Mombasa,Vocational,Cooking & Catering,Mombasa Technical Training Institute,85.5,In Progress,Pending,Unemployed,2026-07-05,Q3 2026,active
BEN-003223,Chebet,Matano,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,79.0,In Progress,Pending,Self-Employed,2026-09-06,Q3 2026,active
BEN-003232,Peter,Hassan,Male,Kilifi,Vocational,Welding,Kilifi Vocational Training Centre,71.1,In Progress,Pending,Employed,2026-05-07,Q2 2026,active
BEN-003234,Naisula,Njoroge,Female,Kiambu,Vocational,Plumbing,Thika Technical Training Institute,71.9,In Progress,Pending,Self-Employed,2026-07-27,Q3 2026,active
BEN-003246,Amina,Baya,Female,Meru,Vocational,Welding,Meru Technical Training Institute,75.3,In Progress,Pending,Unemployed,2026-04-30,Q2 2026,active
BEN-003253,Kamau,Hassan,Male,Kilifi,Vocational,Welding,Kilifi Vocational Training Centre,83.7,In Progress,Pending,Self-Employed,2026-08-26,Q3 2026,active
BEN-003263,Neema,Mutiso,Female,Kakamega,Vocational,Plumbing,Kakamega Technical Training Institute,67.8,Dropped,Not Certified,Unemployed,2026-01-31,Q1 2026,dropped_out
BEN-003265,Wangari,Chebet,Female,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,69.1,Completed,Certified,Self-Employed,2025-12-07,Q4 2025,completed
BEN-003269,Wangari,Mutua,Female,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,74.4,In Progress,Pending,Unemployed,2025-10-30,Q4 2025,active
BEN-003273,Mutua,Kiptoo,Male,Nairobi,Vocational,Beauty Therapy,Nairobi TVET,91.5,In Progress,Pending,Self-Employed,2026-05-29,Q2 2026,active
BEN-003276,Rotich,Bett,Male,Nyeri,Vocational,Welding,Nyeri Technical Training Institute,100.0,In Progress,Pending,Self-Employed,2026-01-17,Q1 2026,active
BEN-003281,Amina,Abdi,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,91.1,Completed,Certified,Employed,2025-03-07,Q1 2025,completed
BEN-003284,Kilonzo,Njoroge,Male,Kilifi,Vocational,Plumbing,Kilifi Vocational Training Centre,78.8,Dropped,Not Certified,Unemployed,2025-10-13,Q4 2025,dropped_out
BEN-003303,Simon,Wafula,m,Nyeri,Vocational,Motor Vehicle Mechanics,Nyeri Technical Training Institute,68.3,In Progress,Pending,Self-Employed,2026-02-19,Q1 2026,active
BEN-003316,Cynthia,Kariuki,Female,Machakos,Vocational,Agriculture,Machakos Institute of Technology,87.7,In Progress,Pending,Unemployed,2026-04-10,Q2 2026,active
BEN-003349,Mercy,Katana,Female,Kilifi,Vocational,Motor Vehicle Mechanics,Kilifi Vocational Training Centre,78.1,Completed,Certified,Self-Employed,2026-02-02,Q1 2026,completed
BEN-003359,Kevin,Korir,Male,Kiambu,Vocational,Motor Vehicle Mechanics,Thika Technical Training Institute,67.2,In Progress,Pending,Unemployed,2026-04-20,Q2 2026,active
BEN-003360,Beatrice,Bett,Female,Machakos,Vocational,Tailoring,Machakos Institute of Technology,90.0,Completed,Certified,Employed,2025-06-29,Q2 2025,completed
BEN-003367,Wangari,Baya,Female,Machakos,Vocational,Welding,Machakos Institute of Technology,64.0,In Progress,Pending,Unemployed,2025-12-02,Q4 2025,active
BEN-003371,Gathoni,Koech,Female,Kiambu,Vocational,Carpentry,Thika Technical Training Institute,78.1,In Progress,Pending,Self-Employed,2026-03-19,Q1 2026,active
BEN-003372,Peter,Otieno,Male,Kilifi,Vocational,Plumbing,Kilifi Vocational Training Centre,76.2,Completed,Certified,Internship,2025-12-29,Q4 2025,completed
BEN-003373,Boniface,Ngugi,Male,Kiambu,Vocational,Welding,Thika Technical Training Institute,80.6,Completed,Certified,Unemployed,2025-09-13,Q3 2025,completed
BEN-003380,Patrick,Hassan,Male,Kisumu,Vocational,Tailoring,Kisumu Technical Training Institute,64.3,Completed,Pending,Employed,2025-05-03,Q2 2025,completed
BEN-003396,Rotich,Njenga,Male,kiambu,Vocational,Tailoring,Thika Technical Training Institute,81.0,complete,Certified,Unemployed,2025-06-25,Q2 2025,completed
BEN-003416,Dennis,Wafula,Male,Kajiado,Vocational,Hairdressing,Bungoma Technical Training Institute,89.2,Completed,Certified,Unemployed,2025-04-13,Q2 2025,completed
BEN-003418,Mohamed,Omondi,Male,Mombasa,Vocational,Electrical Installation,Mombasa Technical Training Institute,66.2,In Progress,Pending,Unemployed,2026-08-10,Q3 2026,active
BEN-003423,Atieno,Kilonzo,Female,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,79.5,Completed,Certified,Employed,2025-12-02,Q4 2025,completed
BEN-003425,Patrick,Chebet,Male,Kisumu,Vocational,Tailoring,Kisumu Technical Training Institute,80.8,In Progress,Pending,Unemployed,2026-09-10,Q3 2026,active
BEN-003442,Emmanuel,Charo,Male,meru,Vocational,Welding,Meru Technical Training Institute,66.5,Dropped,Not Certified,Unemployed,2025-03-05,Q1 2025,dropped_out
BEN-003456,Joy,Kuria,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,85.2,Completed,Pending,Unemployed,2026-03-27,Q1 2026,completed
BEN-003457,Nasieku,Abdi,Female,Bungoma,Vocational,Cooking & Catering,Bungoma Technical Training Institute,85.8,In Progress,Pending,Employed,2026-02-01,Q1 2026,active
BEN-003459,Anthony,Musyoka,Male,Mombasa County,Vocational,Tailoring,Mombasa Technical Training Institute,77.5,COMPLETED,Certified,Employed,2025-02-08,Q1 2025,completed
BEN-003465,Anthony,Mohamed,Male,Nairobi,Vocational,Agriculture,Nairobi TVET,100.0,Completed,Certified,Employed,2025-07-25,Q3 2025,completed
BEN-003472,Mutua,Baya,Male,Machakos,Vocational,Welding,Machakos Institute of Technology,79.2,In Progress,Pending,Employed,2026-04-25,Q2 2026,active
BEN-003477,Awuor,Juma,Female,Muranga,Vocational,Beauty Therapy,Kakamega Technical Training Institute,88.0,Completed,Certified,Employed,2025-07-06,Q3 2025,completed
BEN-003485,Wanjiru,Juma,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,93.5,Dropped,Not Certified,Self-Employed,2025-01-31,Q1 2025,dropped_out
BEN-003492,Simon,Koech,M,Uasin Gishu,Vocational,Beauty Therapy,Eldoret Polytechnic,93.2,In Progress,Pending,Self-Employed,2026-02-21,Q1 2026,active
BEN-003494,Korir,Kiptoo,Male,Mombasa,Vocational,Hairdressing,Mombasa Technical Training Institute,82.6,Dropped,Not Certified,Self-Employed,2025-02-26,Q1 2025,dropped_out
BEN-003496,Korir,Wafula,Male,Mombasa,Vocational,Tailoring,Mombasa Technical Training Institute,64.3,In Progress,Pending,Unemployed,2026-09-24,Q3 2026,active
BEN-003508,Stephen,Mutua,Male,Nairobi,Vocational,Hairdressing,Nairobi TVET,84.0,Completed,Certified,Unemployed,2025-06-08,Q2 2025,completed
BEN-003512,Neema,Mbogo,Female,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,100.0,Completed,Certified,Unemployed,2025-11-27,Q4 2025,completed
BEN-003513,Cherono,Odhiambo,Female,Meru,Vocational,Motor Vehicle Mechanics,Meru Technical Training Institute,81.1,DROPPED,Not Certified,Unemployed,2025-08-05,Q3 2025,dropped_out
BEN-003514,Joseph,Otieno,Male,Mombasa,Vocational,Hairdressing,Mombasa Technical Training Institute,75.2,Completed,Pending,Employed,2025-08-20,Q3 2025,completed
BEN-003517,Cynthia,Juma,Female,Nakuru County,Vocational,Welding,Nakuru Vocational Training Centre,75.7,In Progress,Pending,Unemployed,2026-06-23,Q2 2026,active
BEN-003525,Korir,Wafula,Male,KAKAMEGA,Vocational,Agriculture,Kakamega Technical Training Institute,76.9,In Progress,Pending,Self-Employed,2025-10-31,Q4 2025,active
BEN-003527,Kendi,Gitau,Female,Nairobi,Vocational,Carpentry,Nairobi TVET,100.0,Completed,Certified,Unemployed,2025-08-16,Q3 2025,completed
BEN-003528,Faith,Kariuki,Female,Mombasa,Vocational,Motor Vehicle Mechanics,Mombasa Technical Training Institute,70.9,In Progress,Pending,Unemployed,2026-08-02,Q3 2026,active
BEN-003530,Otieno,Maina,Male,Mombasa,Vocational,Agriculture,Mombasa Technical Training Institute,80.6,In Progress,Pending,Self-Employed,2026-04-11,Q2 2026,active
BEN-003531,Emily,Mutiso,Female,Mombasa,Vocational,Tailoring,Mombasa Technical Training Institute,67.7,In Progress,Pending,Unemployed,2026-01-18,Q1 2026,active
BEN-003536,Onyango,Chebet,Male,Kilifi,Vocational,Hairdressing,Kilifi Vocational Training Centre,79.9,Completed,Certified,Employed,2025-01-21,Q1 2025,completed
BEN-003540,Akinyi,Nduta,Female,Muranga,Vocational,Welding,Eldoret Polytechnic,74.6,In Progress,Pending,Unemployed,2026-05-30,Q2 2026,active
BEN-003541,Naisula,Ngugi,Female,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,77.6,Completed,Pending,Employed,2025-05-30,Q2 2025,completed
BEN-003546,Cynthia,Kariuki,Female,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,55.8,dropped out,Not Certified,Self-Employed,2025-10-02,Q4 2025,dropped_out
BEN-003549,Halima,Mwangi,Female,Kisumu,Vocational,Motor Vehicle Mechanics,Kisumu Technical Training Institute,80.8,In Progress,Pending,Self-Employed,2026-08-27,Q3 2026,active
BEN-003555,Diana,Nyambane,Female,Uasin Gishu,Vocational,Welding,Eldoret Polytechnic,95.7,In Progress,Pending,Self-Employed,2026-04-09,Q2 2026,active
BEN-003564,Collins,Gitau,Male,Kakamega,Vocational,Carpentry,Kakamega Technical Training Institute,70.5,Completed,Certified,Unemployed,2025-09-22,Q3 2025,completed
BEN-003566,Atieno,Nyambane,Female,Uasin Gishu,Vocational,Motor Vehicle Mechanics,Eldoret Polytechnic,76.6,Dropped,Not Certified,Unemployed,2025-12-11,Q4 2025,dropped_out
BEN-003567,Daniel,Cheruiyot,Male,Uasin Gishu,Vocational,Cooking & Catering,Eldoret Polytechnic,75.1,In Progress,Pending,Self-Employed,2026-09-05,Q3 2026,active
BEN-003571,Brian,Wanjiku,Male,Meru,Vocational,Hairdressing,Meru Technical Training Institute,86.6,In Progress,Pending,Employed,2026-09-28,Q3 2026,active
BEN-003589,Wanjiru,Ochieng,Female,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,84.5,In Progress,Pending,Unemployed,2026-04-02,Q2 2026,active
BEN-003591,Naisula,Juma,Female,Nairobi,Vocational,Motor Vehicle Mechanics,Nairobi TVET,76.8,Completed,Certified,Employed,2025-09-30,Q3 2025,completed
BEN-003604,Joseph,Bett,Male,Kajiado,Vocational,Welding,Nairobi TVET,71.5,Completed,Pending,Internship,2025-11-10,Q4 2025,completed
BEN-003607,Caroline,Ngugi,Female,Nyeri,Vocational,Hairdressing,Nyeri Technical Training Institute,88.5,In Progress,Pending,Employed,2025-10-13,Q4 2025,active
BEN-003612,Korir,Chebet,Male,Mombasa,Vocational,Welding,Mombasa Technical Training Institute,70.4,In Progress,Pending,Unemployed,2026-09-18,Q3 2026,active
BEN-003619,Cynthia,Muthoni,Female,Nairobi,Vocational,Tailoring,Nairobi TVET,80.5,In Progress,Pending,Unemployed,2026-06-10,Q2 2026,active
BEN-003629,Njeri,Cheruiyot,Female,Nairobi,Vocational,Plumbing,Nairobi TVET,88.4,complete,Pending,Employed,2025-12-25,Q4 2025,completed
BEN-003637,Sharon,Kamau,Female,Kilifi,Vocational,Agriculture,Kilifi Vocational Training Centre,67.2,Completed,Certified,Self-Employed,2025-10-06,Q4 2025,completed
BEN-003643,Jerop,Achieng,Female,Kakamega,Vocational,Electrical Installation,Kakamega Technical Training Institute,77.8,In Progress,Pending,Unemployed,2026-04-25,Q2 2026,active
BEN-003645,Mumbi,Kamau,F,Nakuru,Vocational,Electrical Installation,Nakuru Vocational Training Centre,89.9,In Progress,Pending,Self-Employed,2026-09-19,Q3 2026,active
BEN-003664,Korir,Wafula,Male,Uasin Gishu,Vocational,Electrical Installation,Eldoret Polytechnic,74.3,Completed,Certified,Self-Employed,2025-05-01,Q2 2025,completed
BEN-003671,Chebet,Mwakio,Female,Kisumu,Vocational,Plumbing,Kisumu Technical Training Institute,67.9,In Progress,Pending,Unemployed,2026-05-18,Q2 2026,active
BEN-003672,Dennis,Wafula,Male,Nakuru,Vocational,Plumbing,Nakuru Vocational Training Centre,71.9,Completed,Pending,Self-Employed,2025-11-13,Q4 2025,completed
BEN-003676,Vincent,Nduta,Male,Kisumu,Vocational,Electrical Installation,Kisumu Technical Training Institute,72.3,In Progress,Pending,Unemployed,2026-02-15,Q1 2026,active
BEN-003677,Otieno,Bett,Male,Nairobi,Vocational,Tailoring,Nairobi TVET,74.0,In Progress,Pending,Self-Employed,2026-08-05,Q3 2026,active
BEN-003678,Emily,Matano,Female,Nairobi,Vocational,Welding,Nairobi TVET,77.6,Completed,Certified,Employed,2025-09-29,Q3 2025,completed
BEN-003681,Cynthia,Maina,Female,Nairobi,Vocational,Hairdressing,Nairobi TVET,97.0,Completed,Certified,Internship,2025-08-27,Q3 2025,completed
BEN-003685,Atieno,Mwangi,Female,Machakos,Vocational,Welding,Machakos Institute of Technology,87.4,Dropped,Not Certified,Employed,2025-12-31,Q4 2025,dropped_out
BEN-003691,Wanjiru,Barasa,Female,Uasin Gishu,Vocational,Electrical Installation,Eldoret Polytechnic,85.7,In Progress,Pending,Employed,2026-09-06,Q3 2026,active
BEN-003695,Baraka,Charo,Male,Mombasa,Vocational,Tailoring,Mombasa Technical Training Institute,94.5,Completed,Certified,Unemployed,2025-11-26,Q4 2025,completed
BEN-003705,Kamau,Achieng,Male,Nakuru,Vocational,Plumbing,Nakuru Vocational Training Centre,92.4,Completed,Certified,Employed,2025-09-29,Q3 2025,completed
BEN-003710,Mumbi,Njenga,Female,Nyeri,Vocational,Electrical Installation,Nyeri Technical Training Institute,95.8,In Progress,Pending,Self-Employed,2026-07-29,Q3 2026,active
BEN-003718,Wanjiku,Charo,Female,Kakamega,Vocational,Tailoring,Kakamega Technical Training Institute,82.2,In Progress,Pending,Unemployed,2026-02-03,Q1 2026,active
BEN-003722,Simon,Baya,MALE,Kiambu,Vocational,Tailoring,Thika Technical Training Institute,77.4,Completed,Certified,Employed,2025-07-12,Q3 2025,completed
BEN-003732,Mumbi,Mwangi,Female,Meru,Vocational,Carpentry,Meru Technical Training Institute,98.5,In Progress,Pending,Employed,2026-06-18,Q2 2026,active
BEN-003735,Omondi,Mohamed,Male,Kisumu,Vocational,Electrical Installation,Kisumu Technical Training Institute,69.2,In Progress,Pending,Employed,2026-06-06,Q2 2026,active
BEN-003745,Wanjiku,Kamau,Female,Nairobi,Vocational,Cooking & Catering,Nairobi TVET,78.5,In Progress,Pending,Employed,2026-01-06,Q1 2026,active
BEN-003746,Zawadi,Njenga,Female,Nairobi,Vocational,Plumbing,Nairobi TVET,85.6,Completed,Certified,Self-Employed,2025-11-16,Q4 2025,completed
BEN-003753,Kagure,Ngugi,Female,Kakamega,Vocational,Tailoring,Kakamega Technical Training Institute,78.8,Dropped,Not Certified,Employed,2025-04-04,Q2 2025,dropped_out
BEN-003756,Nyambura,Kariuki,Female,kiambu,Vocational,Hairdressing,Thika Technical Training Institute,85.9,Completed,Certified,Employed,2025-05-15,Q2 2025,completed
BEN-003768,Samuel,Barasa,Male,Uasin Gishu,Vocational,Motor Vehicle Mechanics,Eldoret Polytechnic,100.0,In Progress,Pending,Unemployed,2026-05-02,Q2 2026,active
